time,equity
2025-12-06 10:00:00+00:00,10064.011366340488
2025-12-06 12:00:00+00:00,10064.011366340488
2025-12-06 14:00:00+00:00,10064.011366340488
2025-12-06 16:00:00+00:00,10064.011366340488
2025-12-06 18:00:00+00:00,10064.011366340488
2025-12-06 20:00:00+00:00,10064.011366340488
2025-12-06 22:00:00+00:00,10064.011366340488
2025-12-07 00:00:00+00:00,10064.011366340488
2025-12-07 02:00:00+00:00,10064.011366340488
2025-12-07 04:00:00+00:00,10064.011366340488
2025-12-07 06:00:00+00:00,10064.011366340488
2025-12-07 08:00:00+00:00,10064.011366340488
2025-12-07 10:00:00+00:00,10064.011366340488
2025-12-07 12:00:00+00:00,10064.011366340488
2025-12-07 14:00:00+00:00,10064.011366340488
2025-12-07 16:00:00+00:00,10064.011366340488
2025-12-07 18:00:00+00:00,10064.011366340488
2025-12-07 20:00:00+00:00,10063.44022939721
2025-12-07 22:00:00+00:00,10054.49002676465
2025-12-08 00:00:00+00:00,10025.587143104085
2025-12-08 02:00:00+00:00,10015.667810250163
2025-12-08 04:00:00+00:00,10001.0168416096
2025-12-08 06:00:00+00:00,9974.928612693384
2025-12-08 08:00:00+00:00,9974.928612693384
2025-12-08 10:00:00+00:00,9974.928612693384
2025-12-08 12:00:00+00:00,9974.928612693384
2025-12-08 14:00:00+00:00,9974.928612693384
2025-12-08 16:00:00+00:00,9974.928612693384
2025-12-08 18:00:00+00:00,9974.928612693384
2025-12-08 20:00:00+00:00,9974.928612693384
2025-12-08 22:00:00+00:00,9974.928612693384
2025-12-09 00:00:00+00:00,9974.928612693384
2025-12-09 02:00:00+00:00,9974.928612693384
2025-12-09 04:00:00+00:00,9974.928612693384
2025-12-09 06:00:00+00:00,9974.928612693384
2025-12-09 08:00:00+00:00,9974.928612693384
2025-12-09 10:00:00+00:00,9974.928612693384
2025-12-09 12:00:00+00:00,9974.928612693384
2025-12-09 14:00:00+00:00,9974.928612693384
2025-12-09 16:00:00+00:00,9974.928612693384
2025-12-09 18:00:00+00:00,9974.928612693384
2025-12-09 20:00:00+00:00,9974.928612693384
2025-12-09 22:00:00+00:00,9974.928612693384
2025-12-10 00:00:00+00:00,9974.928612693384
2025-12-10 02:00:00+00:00,9974.928612693384
2025-12-10 04:00:00+00:00,9974.928612693384
2025-12-10 06:00:00+00:00,9974.928612693384
2025-12-10 08:00:00+00:00,9974.928612693384
2025-12-10 10:00:00+00:00,9974.928612693384
2025-12-10 12:00:00+00:00,9974.928612693384
2025-12-10 14:00:00+00:00,9974.928612693384
2025-12-10 16:00:00+00:00,9974.928612693384
2025-12-10 18:00:00+00:00,9974.928612693384
2025-12-10 20:00:00+00:00,9974.928612693384
2025-12-10 22:00:00+00:00,9974.928612693384
2025-12-11 00:00:00+00:00,9974.928612693384
2025-12-11 02:00:00+00:00,9974.928612693384
2025-12-11 04:00:00+00:00,9974.928612693384
2025-12-11 06:00:00+00:00,9974.928612693384
2025-12-11 08:00:00+00:00,9974.928612693384
2025-12-11 10:00:00+00:00,9974.928612693384
2025-12-11 12:00:00+00:00,9974.928612693384
2025-12-11 14:00:00+00:00,9974.928612693384
2025-12-11 16:00:00+00:00,9974.928612693384
2025-12-11 18:00:00+00:00,9974.928612693384
2025-12-11 20:00:00+00:00,9974.928612693384
2025-12-11 22:00:00+00:00,9974.928612693384
2025-12-12 00:00:00+00:00,9974.928612693384
2025-12-12 02:00:00+00:00,9974.928612693384
2025-12-12 04:00:00+00:00,9974.928612693384
2025-12-12 06:00:00+00:00,9974.928612693384
2025-12-12 08:00:00+00:00,9974.928612693384
2025-12-12 10:00:00+00:00,9974.928612693384
2025-12-12 12:00:00+00:00,9974.928612693384
2025-12-12 14:00:00+00:00,9974.928612693384
2025-12-12 16:00:00+00:00,9974.928612693384
2025-12-12 18:00:00+00:00,9974.928612693384
2025-12-12 20:00:00+00:00,9974.928612693384
2025-12-12 22:00:00+00:00,9974.928612693384
2025-12-13 00:00:00+00:00,9974.928612693384
2025-12-13 02:00:00+00:00,9974.928612693384
2025-12-13 04:00:00+00:00,9974.928612693384
2025-12-13 06:00:00+00:00,9974.928612693384
2025-12-13 08:00:00+00:00,9974.928612693384
2025-12-13 10:00:00+00:00,9974.928612693384
2025-12-13 12:00:00+00:00,9974.928612693384
2025-12-13 14:00:00+00:00,9974.928612693384
2025-12-13 16:00:00+00:00,9974.928612693384
2025-12-13 18:00:00+00:00,9974.928612693384
2025-12-13 20:00:00+00:00,9974.928612693384
2025-12-13 22:00:00+00:00,9974.928612693384
2025-12-14 00:00:00+00:00,9974.928612693384
2025-12-14 02:00:00+00:00,9974.928612693384
2025-12-14 04:00:00+00:00,9974.928612693384
2025-12-14 06:00:00+00:00,9974.928612693384
2025-12-14 08:00:00+00:00,9974.928612693384
2025-12-14 10:00:00+00:00,9974.928612693384
2025-12-14 12:00:00+00:00,9974.928612693384
2025-12-14 14:00:00+00:00,9974.928612693384
2025-12-14 16:00:00+00:00,9974.928612693384
2025-12-14 18:00:00+00:00,9974.928612693384
2025-12-14 20:00:00+00:00,9974.928612693384
2025-12-14 22:00:00+00:00,9974.928612693384
2025-12-15 00:00:00+00:00,9974.928612693384
2025-12-15 02:00:00+00:00,9974.928612693384
2025-12-15 04:00:00+00:00,9974.928612693384
2025-12-15 06:00:00+00:00,9974.928612693384
2025-12-15 08:00:00+00:00,9974.928612693384
2025-12-15 10:00:00+00:00,9974.928612693384
2025-12-15 12:00:00+00:00,9974.928612693384
2025-12-15 14:00:00+00:00,9974.928612693384
2025-12-15 16:00:00+00:00,9974.928612693384
2025-12-15 18:00:00+00:00,9974.928612693384
2025-12-15 20:00:00+00:00,9974.928612693384
2025-12-15 22:00:00+00:00,9974.928612693384
2025-12-16 00:00:00+00:00,9974.928612693384
2025-12-16 02:00:00+00:00,9974.928612693384
2025-12-16 04:00:00+00:00,9974.928612693384
2025-12-16 06:00:00+00:00,9974.928612693384
2025-12-16 08:00:00+00:00,9974.928612693384
2025-12-16 10:00:00+00:00,9974.928612693384
2025-12-16 12:00:00+00:00,9974.928612693384
2025-12-16 14:00:00+00:00,9974.928612693384
2025-12-16 16:00:00+00:00,9974.928612693384
2025-12-16 18:00:00+00:00,9974.928612693384
2025-12-16 20:00:00+00:00,9974.928612693384
2025-12-16 22:00:00+00:00,9974.928612693384
2025-12-17 00:00:00+00:00,9974.928612693384
2025-12-17 02:00:00+00:00,9974.928612693384
2025-12-17 04:00:00+00:00,9974.928612693384
2025-12-17 06:00:00+00:00,9974.928612693384
2025-12-17 08:00:00+00:00,9974.928612693384
2025-12-17 10:00:00+00:00,9974.928612693384
2025-12-17 12:00:00+00:00,9974.928612693384
2025-12-17 14:00:00+00:00,9974.928612693384
2025-12-17 16:00:00+00:00,9974.928612693384
2025-12-17 18:00:00+00:00,9974.928612693384
2025-12-17 20:00:00+00:00,9974.928612693384
2025-12-17 22:00:00+00:00,9974.928612693384
2025-12-18 00:00:00+00:00,9974.928612693384
2025-12-18 02:00:00+00:00,9974.928612693384
2025-12-18 04:00:00+00:00,9974.928612693384
2025-12-18 06:00:00+00:00,9974.928612693384
2025-12-18 08:00:00+00:00,9974.928612693384
2025-12-18 10:00:00+00:00,9974.928612693384
2025-12-18 12:00:00+00:00,9974.928612693384
2025-12-18 14:00:00+00:00,9974.928612693384
2025-12-18 16:00:00+00:00,9974.928612693384
2025-12-18 18:00:00+00:00,9974.928612693384
2025-12-18 20:00:00+00:00,9974.928612693384
2025-12-18 22:00:00+00:00,9974.928612693384
2025-12-19 00:00:00+00:00,9974.928612693384
2025-12-19 02:00:00+00:00,9974.928612693384
2025-12-19 04:00:00+00:00,9974.928612693384
2025-12-19 06:00:00+00:00,9974.928612693384
2025-12-19 08:00:00+00:00,9974.928612693384
2025-12-19 10:00:00+00:00,9974.928612693384
2025-12-19 12:00:00+00:00,9974.928612693384
2025-12-19 14:00:00+00:00,9974.928612693384
2025-12-19 16:00:00+00:00,9974.928612693384
2025-12-19 18:00:00+00:00,9974.928612693384
2025-12-19 20:00:00+00:00,9974.928612693384
2025-12-19 22:00:00+00:00,9974.928612693384
2025-12-20 00:00:00+00:00,9974.928612693384
2025-12-20 02:00:00+00:00,9974.928612693384
2025-12-20 04:00:00+00:00,9974.928612693384
2025-12-20 06:00:00+00:00,9974.928612693384
2025-12-20 08:00:00+00:00,9974.928612693384
2025-12-20 10:00:00+00:00,9974.928612693384
2025-12-20 12:00:00+00:00,9974.928612693384
2025-12-20 14:00:00+00:00,9974.928612693384
2025-12-20 16:00:00+00:00,9974.928612693384
2025-12-20 18:00:00+00:00,9974.928612693384
2025-12-20 20:00:00+00:00,9974.928612693384
2025-12-20 22:00:00+00:00,9974.928612693384
2025-12-21 00:00:00+00:00,9974.928612693384
2025-12-21 02:00:00+00:00,9974.928612693384
2025-12-21 04:00:00+00:00,9974.928612693384
2025-12-21 06:00:00+00:00,9974.928612693384
2025-12-21 08:00:00+00:00,9974.928612693384
2025-12-21 10:00:00+00:00,9974.928612693384
2025-12-21 12:00:00+00:00,9974.928612693384
2025-12-21 14:00:00+00:00,9974.928612693384
2025-12-21 16:00:00+00:00,9974.928612693384
2025-12-21 18:00:00+00:00,9974.928612693384
2025-12-21 20:00:00+00:00,9974.928612693384
2025-12-21 22:00:00+00:00,9974.928612693384
2025-12-22 00:00:00+00:00,9974.928612693384
2025-12-22 02:00:00+00:00,9974.928612693384
2025-12-22 04:00:00+00:00,9974.928612693384
2025-12-22 06:00:00+00:00,9974.928612693384
2025-12-22 08:00:00+00:00,9974.928612693384
2025-12-22 10:00:00+00:00,9974.928612693384
2025-12-22 12:00:00+00:00,9974.928612693384
2025-12-22 14:00:00+00:00,9974.928612693384
2025-12-22 16:00:00+00:00,9974.928612693384
2025-12-22 18:00:00+00:00,9974.928612693384
2025-12-22 20:00:00+00:00,9974.928612693384
2025-12-22 22:00:00+00:00,9974.928612693384
2025-12-23 00:00:00+00:00,9974.928612693384
2025-12-23 02:00:00+00:00,9974.928612693384
2025-12-23 04:00:00+00:00,9974.928612693384
2025-12-23 06:00:00+00:00,9974.928612693384
2025-12-23 08:00:00+00:00,9974.928612693384
2025-12-23 10:00:00+00:00,9974.928612693384
2025-12-23 12:00:00+00:00,9974.928612693384
2025-12-23 14:00:00+00:00,9974.928612693384
2025-12-23 16:00:00+00:00,9974.928612693384
2025-12-23 18:00:00+00:00,9974.928612693384
2025-12-23 20:00:00+00:00,9974.928612693384
2025-12-23 22:00:00+00:00,9974.928612693384
2025-12-24 00:00:00+00:00,9974.928612693384
2025-12-24 02:00:00+00:00,9974.928612693384
2025-12-24 04:00:00+00:00,9974.928612693384
2025-12-24 06:00:00+00:00,9974.928612693384
2025-12-24 08:00:00+00:00,9974.928612693384
2025-12-24 10:00:00+00:00,9974.928612693384
2025-12-24 12:00:00+00:00,9974.928612693384
2025-12-24 14:00:00+00:00,9974.928612693384
2025-12-24 16:00:00+00:00,9974.928612693384
2025-12-24 18:00:00+00:00,9974.928612693384
2025-12-24 20:00:00+00:00,9974.928612693384
2025-12-24 22:00:00+00:00,9974.928612693384
2025-12-25 00:00:00+00:00,9974.928612693384
2025-12-25 02:00:00+00:00,9974.928612693384
2025-12-25 04:00:00+00:00,9974.928612693384
2025-12-25 06:00:00+00:00,9974.928612693384
2025-12-25 08:00:00+00:00,9974.928612693384
2025-12-25 10:00:00+00:00,9974.928612693384
2025-12-25 12:00:00+00:00,9974.928612693384
2025-12-25 14:00:00+00:00,9974.928612693384
2025-12-25 16:00:00+00:00,9974.928612693384
2025-12-25 18:00:00+00:00,9974.928612693384
2025-12-25 20:00:00+00:00,9974.928612693384
2025-12-25 22:00:00+00:00,9974.928612693384
2025-12-26 00:00:00+00:00,9974.928612693384
2025-12-26 02:00:00+00:00,9974.928612693384
2025-12-26 04:00:00+00:00,9974.928612693384
2025-12-26 06:00:00+00:00,9974.928612693384
2025-12-26 08:00:00+00:00,9974.928612693384
2025-12-26 10:00:00+00:00,9974.928612693384
2025-12-26 12:00:00+00:00,9974.928612693384
2025-12-26 14:00:00+00:00,9974.928612693384
2025-12-26 16:00:00+00:00,9974.928612693384
2025-12-26 18:00:00+00:00,9974.928612693384
2025-12-26 20:00:00+00:00,9974.928612693384
2025-12-26 22:00:00+00:00,9974.928612693384
2025-12-27 00:00:00+00:00,9974.928612693384
2025-12-27 02:00:00+00:00,9974.928612693384
2025-12-27 04:00:00+00:00,9974.928612693384
2025-12-27 06:00:00+00:00,9974.928612693384
2025-12-27 08:00:00+00:00,9974.928612693384
2025-12-27 10:00:00+00:00,9974.928612693384
2025-12-27 12:00:00+00:00,9974.928612693384
2025-12-27 14:00:00+00:00,9974.928612693384
2025-12-27 16:00:00+00:00,9974.928612693384
2025-12-27 18:00:00+00:00,9974.928612693384
2025-12-27 20:00:00+00:00,9974.928612693384
2025-12-27 22:00:00+00:00,9974.928612693384
2025-12-28 00:00:00+00:00,9974.928612693384
2025-12-28 02:00:00+00:00,9974.928612693384
2025-12-28 04:00:00+00:00,9974.928612693384
2025-12-28 06:00:00+00:00,9974.928612693384
2025-12-28 08:00:00+00:00,9974.928612693384
2025-12-28 10:00:00+00:00,9974.928612693384
2025-12-28 12:00:00+00:00,9974.928612693384
2025-12-28 14:00:00+00:00,9974.928612693384
2025-12-28 16:00:00+00:00,9974.928612693384
2025-12-28 18:00:00+00:00,9974.928612693384
2025-12-28 20:00:00+00:00,9974.928612693384
2025-12-28 22:00:00+00:00,9974.928612693384
2025-12-29 00:00:00+00:00,9974.928612693384
2025-12-29 02:00:00+00:00,9974.928612693384
2025-12-29 04:00:00+00:00,9974.928612693384
2025-12-29 06:00:00+00:00,9974.928612693384
2025-12-29 08:00:00+00:00,9974.928612693384
2025-12-29 10:00:00+00:00,9974.928612693384
2025-12-29 12:00:00+00:00,9974.928612693384
2025-12-29 14:00:00+00:00,9974.928612693384
2025-12-29 16:00:00+00:00,9974.928612693384
2025-12-29 18:00:00+00:00,9974.928612693384
2025-12-29 20:00:00+00:00,9974.928612693384
2025-12-29 22:00:00+00:00,9974.928612693384
2025-12-30 00:00:00+00:00,9974.928612693384
2025-12-30 02:00:00+00:00,9974.928612693384
2025-12-30 04:00:00+00:00,9974.928612693384
2025-12-30 06:00:00+00:00,9974.928612693384
2025-12-30 08:00:00+00:00,9974.928612693384
2025-12-30 10:00:00+00:00,9974.928612693384
2025-12-30 12:00:00+00:00,9974.928612693384
2025-12-30 14:00:00+00:00,9974.928612693384
2025-12-30 16:00:00+00:00,9974.928612693384
2025-12-30 18:00:00+00:00,9974.928612693384
2025-12-30 20:00:00+00:00,9974.928612693384
2025-12-30 22:00:00+00:00,9974.928612693384
2025-12-31 00:00:00+00:00,9974.928612693384
2025-12-31 02:00:00+00:00,9974.928612693384
2025-12-31 04:00:00+00:00,9974.928612693384
2025-12-31 06:00:00+00:00,9974.928612693384
2025-12-31 08:00:00+00:00,9974.928612693384
2025-12-31 10:00:00+00:00,9974.928612693384
2025-12-31 12:00:00+00:00,9974.928612693384
2025-12-31 14:00:00+00:00,9974.928612693384
2025-12-31 16:00:00+00:00,9974.928612693384
2025-12-31 18:00:00+00:00,9974.928612693384
2025-12-31 20:00:00+00:00,9974.928612693384
2025-12-31 22:00:00+00:00,9974.928612693384
2026-01-01 00:00:00+00:00,9974.928612693384
2026-01-01 02:00:00+00:00,9974.928612693384
2026-01-01 04:00:00+00:00,9974.928612693384
2026-01-01 06:00:00+00:00,9974.928612693384
2026-01-01 08:00:00+00:00,9974.928612693384
2026-01-01 10:00:00+00:00,9974.928612693384
2026-01-01 12:00:00+00:00,9974.928612693384
2026-01-01 14:00:00+00:00,9974.928612693384
2026-01-01 16:00:00+00:00,9974.928612693384
2026-01-01 18:00:00+00:00,9974.928612693384
2026-01-01 20:00:00+00:00,9974.928612693384
2026-01-01 22:00:00+00:00,9974.928612693384
2026-01-02 00:00:00+00:00,9974.928612693384
2026-01-02 02:00:00+00:00,9974.928612693384
2026-01-02 04:00:00+00:00,9974.928612693384
2026-01-02 06:00:00+00:00,9974.928612693384
2026-01-02 08:00:00+00:00,9974.928612693384
2026-01-02 10:00:00+00:00,9974.928612693384
2026-01-02 12:00:00+00:00,9974.928612693384
2026-01-02 14:00:00+00:00,9974.928612693384
2026-01-02 16:00:00+00:00,9974.928612693384
2026-01-02 18:00:00+00:00,9974.928612693384
2026-01-02 20:00:00+00:00,9974.928612693384
2026-01-02 22:00:00+00:00,9974.928612693384
2026-01-03 00:00:00+00:00,9974.928612693384
2026-01-03 02:00:00+00:00,9974.928612693384
2026-01-03 04:00:00+00:00,9974.928612693384
2026-01-03 06:00:00+00:00,9974.928612693384
2026-01-03 08:00:00+00:00,9974.928612693384
2026-01-03 10:00:00+00:00,9974.928612693384
2026-01-03 12:00:00+00:00,9974.928612693384
2026-01-03 14:00:00+00:00,9974.928612693384
2026-01-03 16:00:00+00:00,9974.928612693384
2026-01-03 18:00:00+00:00,9974.928612693384
2026-01-03 20:00:00+00:00,9974.928612693384
2026-01-03 22:00:00+00:00,9974.928612693384
2026-01-04 00:00:00+00:00,9974.928612693384
2026-01-04 02:00:00+00:00,9974.928612693384
2026-01-04 04:00:00+00:00,9974.928612693384
2026-01-04 06:00:00+00:00,9974.928612693384
2026-01-04 08:00:00+00:00,9974.928612693384
2026-01-04 10:00:00+00:00,9974.928612693384
2026-01-04 12:00:00+00:00,9974.928612693384
2026-01-04 14:00:00+00:00,9974.928612693384
2026-01-04 16:00:00+00:00,9974.928612693384
2026-01-04 18:00:00+00:00,9974.928612693384
2026-01-04 20:00:00+00:00,9974.928612693384
2026-01-04 22:00:00+00:00,9974.928612693384
2026-01-05 00:00:00+00:00,9974.928612693384
2026-01-05 02:00:00+00:00,9974.928612693384
2026-01-05 04:00:00+00:00,9974.928612693384
2026-01-05 06:00:00+00:00,9974.928612693384
2026-01-05 08:00:00+00:00,9974.928612693384
2026-01-05 10:00:00+00:00,9974.928612693384
2026-01-05 12:00:00+00:00,9974.928612693384
2026-01-05 14:00:00+00:00,9974.928612693384
2026-01-05 16:00:00+00:00,9974.928612693384
2026-01-05 18:00:00+00:00,9974.928612693384
2026-01-05 20:00:00+00:00,9974.928612693384
2026-01-05 22:00:00+00:00,9974.928612693384
2026-01-06 00:00:00+00:00,9974.928612693384
2026-01-06 02:00:00+00:00,9974.928612693384
2026-01-06 04:00:00+00:00,9974.928612693384
2026-01-06 06:00:00+00:00,9974.928612693384
2026-01-06 08:00:00+00:00,9974.928612693384
2026-01-06 10:00:00+00:00,9974.928612693384
2026-01-06 12:00:00+00:00,9974.928612693384
2026-01-06 14:00:00+00:00,9974.928612693384
2026-01-06 16:00:00+00:00,9974.928612693384
2026-01-06 18:00:00+00:00,9974.928612693384
2026-01-06 20:00:00+00:00,9974.928612693384
2026-01-06 22:00:00+00:00,9974.928612693384
2026-01-07 00:00:00+00:00,9974.928612693384
2026-01-07 02:00:00+00:00,9974.928612693384
2026-01-07 04:00:00+00:00,9974.928612693384
2026-01-07 06:00:00+00:00,9974.928612693384
2026-01-07 08:00:00+00:00,9974.928612693384
2026-01-07 10:00:00+00:00,9974.928612693384
2026-01-07 12:00:00+00:00,9974.928612693384
2026-01-07 14:00:00+00:00,9974.928612693384
2026-01-07 16:00:00+00:00,9974.928612693384
2026-01-07 18:00:00+00:00,9974.928612693384
2026-01-07 20:00:00+00:00,9974.928612693384
2026-01-07 22:00:00+00:00,9974.928612693384
2026-01-08 00:00:00+00:00,9974.928612693384
2026-01-08 02:00:00+00:00,9974.928612693384
2026-01-08 04:00:00+00:00,9974.928612693384
2026-01-08 06:00:00+00:00,9974.928612693384
2026-01-08 08:00:00+00:00,9974.928612693384
2026-01-08 10:00:00+00:00,9974.928612693384
2026-01-08 12:00:00+00:00,9974.928612693384
2026-01-08 14:00:00+00:00,9974.928612693384
2026-01-08 16:00:00+00:00,9974.928612693384
2026-01-08 18:00:00+00:00,9974.928612693384
2026-01-08 20:00:00+00:00,9974.928612693384
2026-01-08 22:00:00+00:00,9974.928612693384
2026-01-09 00:00:00+00:00,9974.928612693384
2026-01-09 02:00:00+00:00,9974.928612693384
2026-01-09 04:00:00+00:00,9974.928612693384
2026-01-09 06:00:00+00:00,9974.928612693384
2026-01-09 08:00:00+00:00,9974.928612693384
2026-01-09 10:00:00+00:00,9974.928612693384
2026-01-09 12:00:00+00:00,9974.928612693384
2026-01-09 14:00:00+00:00,9974.928612693384
2026-01-09 16:00:00+00:00,9974.928612693384
2026-01-09 18:00:00+00:00,9974.928612693384
2026-01-09 20:00:00+00:00,9974.928612693384
2026-01-09 22:00:00+00:00,9974.928612693384
2026-01-10 00:00:00+00:00,9974.928612693384
2026-01-10 02:00:00+00:00,9974.928612693384
2026-01-10 04:00:00+00:00,9974.928612693384
2026-01-10 06:00:00+00:00,9974.928612693384
2026-01-10 08:00:00+00:00,9974.928612693384
2026-01-10 10:00:00+00:00,9974.928612693384
2026-01-10 12:00:00+00:00,9974.928612693384
2026-01-10 14:00:00+00:00,9974.928612693384
2026-01-10 16:00:00+00:00,9974.928612693384
2026-01-10 18:00:00+00:00,9974.928612693384
2026-01-10 20:00:00+00:00,9974.928612693384
2026-01-10 22:00:00+00:00,9974.928612693384
2026-01-11 00:00:00+00:00,9974.928612693384
2026-01-11 02:00:00+00:00,9974.928612693384
2026-01-11 04:00:00+00:00,9974.928612693384
2026-01-11 06:00:00+00:00,9974.928612693384
2026-01-11 08:00:00+00:00,9974.928612693384
2026-01-11 10:00:00+00:00,9974.928612693384
2026-01-11 12:00:00+00:00,9974.928612693384
2026-01-11 14:00:00+00:00,9974.928612693384
2026-01-11 16:00:00+00:00,9974.928612693384
2026-01-11 18:00:00+00:00,9974.928612693384
2026-01-11 20:00:00+00:00,9974.928612693384
2026-01-11 22:00:00+00:00,9974.928612693384
2026-01-12 00:00:00+00:00,9974.928612693384
2026-01-12 02:00:00+00:00,9974.928612693384
2026-01-12 04:00:00+00:00,9974.928612693384
2026-01-12 06:00:00+00:00,9974.928612693384
2026-01-12 08:00:00+00:00,9974.928612693384
2026-01-12 10:00:00+00:00,9974.928612693384
2026-01-12 12:00:00+00:00,9974.928612693384
2026-01-12 14:00:00+00:00,9974.928612693384
2026-01-12 16:00:00+00:00,9974.928612693384
2026-01-12 18:00:00+00:00,9974.928612693384
2026-01-12 20:00:00+00:00,9974.928612693384
2026-01-12 22:00:00+00:00,9974.928612693384
2026-01-13 00:00:00+00:00,9974.928612693384
2026-01-13 02:00:00+00:00,9974.928612693384
2026-01-13 04:00:00+00:00,9974.928612693384
2026-01-13 06:00:00+00:00,9974.928612693384
2026-01-13 08:00:00+00:00,9974.928612693384
2026-01-13 10:00:00+00:00,9974.928612693384
2026-01-13 12:00:00+00:00,9974.928612693384
2026-01-13 14:00:00+00:00,9974.928612693384
2026-01-13 16:00:00+00:00,9974.928612693384
